nr	Potje staart vetzuuranalyse	Potje Maaginhoud	datum	Locatie	Gewicht Glasaal	Gewicht maag-darmstelsel	Opmerkingen	Microplastics/Contaminatie/vezels (katoen?)	Afmeting	Cladocera sp.	Afmeting	Annelida	Afmeting	Polychaete	Afmeting	Isopoda	Afmeting	Diptera sp.	Afmeting	Chironomide thummi-plummosus	Afmeting	Crustaceae sp.	Afmeting	Cycloida sp.		Invertebrata (larve) sp.		Daphnidae sp. (ingekapseld)		Cladocera sp. (Chydorus sphaericus)		Amphipoda sp.		Calanoide Copepode (Pseudocalanus elongatus)		Gammarus		Calanoide copepode		unidentifiable eggs		Copepoda sp.		Copepoda (Oithona similis, male)		Harpacticoid Copepod		Pleuroxus sp.		Chydorus sp.		Detritus/plantenafval		Plantae sp.		Pennate diatomee		Detritus met schimmelfilamenten		Invertebrate sp.		Hexapode sp. ()		keverlarve		Chironomide (Non thummi plumosus)		Nereis sp.		Amphipode (Atylus sp.)		Chironomide sp.		Simulium sp.
89	D	11	7/04/2017	PG-R	0,073	0,0019	vis volledig uitgedroogd	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
258	D	11	24/05/2017	PG-LI-PA	0,259	0,0164		0		4		0		2		0		0		0		0		4		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		1
207	D	11	5/05/2017	SC-RO-SU	0,171	0,0106		0		0		0		1		0		0		0		0		8		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
208	D	11	5/05/2017	SC-RO-SU	0,143	0,0182		0		0		0		0		0		0		0		0		5		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		2		0		0		0		0		0		0		0
118	D	11	14/04/2017	PG-LO-PA	0,175	0,0072		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		1		0		0		0		0		0		0		0
232	D	11	12/05/2017	PG-LO-PA	0,229	0,0202		0		0		0		0		0		0		0		0		9		0		0		0		0		0		0		0		2		2		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
91	D	11	7/04/2017	PG-R	0,245	0,0107		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0
185	D	11	28/04/2017	PG-LO	0,245	0,019		0		0		0		0		0		0		0		0		60		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0
39	D	11	7/04/2017	GA-SU	0,167	0,0102		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
93	D	12	7/04/2017	PG-LO	0,136	0,0059	vis volledig uitgedroogd	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0
184	D	12	28/04/2017	PG-LO	0,215	0,0166		2		0		0		0		0		0		0		0		17		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
231	D	12	12/05/2017	PG-LO-PA	0,192	0,011		0		0		0		0		0		0		0		0		5		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
191	D	12	28/04/2017	PG-LO-SU	0,135	0,0177		0		3		0		2		0		0		0		0		148		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0
174	D	12	22/04/2017	KR-NA	0,266	0,0187		0		0		0		1		0		0		0		0		2		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
224	D	12	12/05/2017	SC-RO-SU	0,163	0,0231		0		0		0		2		0		0		0		0		0		0		0		0		0		0		0		0		0		2		0		2		0		0		0		0		0		0		0		0		0		0		0		0		0		0
198	D	12	5/05/2017	PG-LO-PA	0,202	0,0147		0		0		0		1		0		0		0		0		10		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3		0		0		0		0		0		0		0
186	D	12	28/04/2017	PG-RO-SU	0,201	0,0141		1		0		0		0		0		0		0		0		69		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2		0		0		0		0		0		0		0
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
